Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureMiningTime,measurePruningTime,measureNumMinedRules,measureNumRulesAfterAddPruning,measureNumClassRules,measureAverageRankFirstRuleFires,measureAverageRankFirstCorrectRule
allgsmmetadat-tom,1,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,229535,14720,0,93.97351129,6.026488711,0,0.815760161,0.014392234,0.118554795,15.6029541,55.2051197,239955.7678,1.44E+07,-1.42E+07,0.982398591,58.93897361,-57.95657502,170157.6068,0.696639196,1.73E+07,1,188342,0.263266146,14720,0.736733854,41193,0,0,0.927509825,1,0.9623918,0.826636491,0.880144153,0.933564648,0.939735113,0.203001259,0.796998741,0.060264887,0.904071791,0.939735113,0.920279869,0.813701441,0.880144153,0.897499113,0.272257223,0.939735113,349.18,2.152,346.19869,1.86678,346198.69,1866.78,3.90E+07,2.52E+07,1.30E+07,94.51270189,12.56739882,?,343.941,5.224,6,6,6,3.616490962,4.492211009
allgsmmetadat-tom,2,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,229564,14691,0,93.98538413,6.014615873,0,0.816162371,0.01436204,0.118426305,15.57020445,55.1451728,239964.946,1.44E+07,-1.41E+07,0.982436167,58.80706639,-57.82463022,170237.4046,0.696965895,1.73E+07,1,188342,0.262747483,14691,0.737252517,41222,0,0,0.927642304,1,0.962463111,0.826986472,0.880412426,0.933703493,0.939853841,0.202601324,0.797398676,0.060146159,0.904169851,0.939853841,0.920399284,0.814044479,0.880412426,0.897704967,0.272319061,0.939853841,352.613,1.995,348.647474,1.863433,348647.474,1863.433,3.90E+07,2.52E+07,1.30E+07,94.52498414,12.56745,?,347.307,5.288,6,6,6,3.618386522,4.494217109
allgsmmetadat-tom,3,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474142,244257,229482,14775,0,93.95104337,6.048956632,0,0.815004494,0.014453526,0.118823793,15.66929782,55.3296119,239970.3719,1.45E+07,-1.42E+07,0.982450337,59.2242556,-58.24180526,169995.6779,0.695970547,1.73E+07,1,188342,0.264240365,14775,0.735759635,41140,0,0,0.927258674,1,0.962256584,0.825977907,0.8795672,0.933263961,0.939510434,0.203750799,0.796249201,0.060489566,0.903870731,0.939510434,0.920046878,0.813050545,0.8795672,0.897050777,0.272146243,0.939510434,360.177,2.085,355.082694,1.916864,355082.694,1916.864,3.90E+07,2.52E+07,1.30E+07,94.4861355,12.56688652,?,354.72,5.442,6,6,6,3.618471528,4.492145568
allgsmmetadat-tom,4,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474145,244254,229498,14756,0,93.95874786,6.041252139,0,0.815258068,0.014401504,0.118535611,15.61304177,55.19645752,239953.3633,1.44E+07,-1.41E+07,0.982392769,58.86028888,-57.87789611,170149.9262,0.696610603,1.73E+07,1,188342,0.263914723,14756,0.736085277,41156,0,0,0.927345419,1,0.96230329,0.826199316,0.880302976,0.93364795,0.939587479,0.203502202,0.796497798,0.060412521,0.903944627,0.939587479,0.920128976,0.813270951,0.880302976,0.897622655,0.272182142,0.939587479,350.777,2.023,347.440266,1.791067,347440.266,1791.067,3.90E+07,2.52E+07,1.30E+07,94.5200488,12.57016262,?,345.634,5.13,6,6,6,3.613173172,4.487828244
allgsmmetadat-tom,5,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474143,244256,229722,14534,0,94.04968558,5.950314424,0,0.818337789,0.0142192,0.117859694,15.41531295,54.88106468,239962.7476,1.42E+07,-1.40E+07,0.982423145,58.27024515,-57.28782201,170604.9904,0.698467962,1.74E+07,1,188342,0.2599349,14534,0.7400651,41380,0,0,0.928360181,1,0.962849358,0.828882965,0.881505526,0.934268551,0.940496856,0.200431756,0.799568244,0.059503144,0.904723786,0.940496856,0.921055351,0.815911449,0.881505526,0.898546318,0.272645116,0.940496856,349.952,1.937,346.82245,1.812183,346822.45,1812.183,3.90E+07,2.52E+07,1.30E+07,94.57495415,12.56565857,?,344.753,5.183,6,6,6,3.613299162,4.492823104
allgsmmetadat-tom,6,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474142,244257,229558,14699,0,93.98215814,6.017841863,0,0.816057984,0.01436141,0.118405292,15.56943286,55.134736,239974.4625,1.44E+07,-1.41E+07,0.982467084,58.76708139,-57.78461431,170249.1564,0.6970083,1.73E+07,1,188342,0.262881159,14699,0.737118841,41216,0,0,0.927605755,1,0.962443438,0.826895204,0.880497183,0.933745154,0.939821581,0.20270274,0.79729726,0.060178419,0.904138358,0.939821581,0.920364698,0.813953485,0.880497183,0.897767132,0.272304343,0.939821581,338.044,1.891,336.705416,1.753666,336705.416,1753.666,3.90E+07,2.52E+07,1.30E+07,94.52871361,12.56831943,?,332.971,5.058,6,6,6,3.616432692,4.492133286
allgsmmetadat-tom,7,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474141,244258,229537,14721,0,93.9731759,6.026824096,0,0.815756569,0.014372098,0.118425578,15.5809669,55.14379475,239992.9544,1.44E+07,-1.41E+07,0.982538768,58.76253797,-57.7799992,170230.8649,0.696930561,1.73E+07,1,188342,0.263269905,14721,0.736730095,41195,0,0,0.927505257,1,0.962389341,0.826632346,0.880508262,0.933749783,0.939731759,0.203001664,0.796998336,0.060268241,0.904057165,0.939731759,0.92027124,0.813693431,0.880508262,0.89777364,0.238227787,0.939731759,366.193,2.396,353.638547,2.052825,353638.547,2052.825,3.90E+07,2.52E+07,1.30E+07,94.52914541,12.56949619,?,359.733,6.446,6,6,6,3.617846703,4.492884573
allgsmmetadat-tom,8,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,229588,14667,0,93.99520992,6.004790076,0,0.816494397,0.014315981,0.118186227,15.52028725,55.03349591,239955.2555,1.43E+07,-1.41E+07,0.982396493,58.51703343,-57.53463693,170374.4301,0.697526888,1.73E+07,1,188342,0.262318244,14667,0.737681756,41246,0,0,0.927751972,1,0.962522135,0.827276074,0.881002629,0.934009095,0.939952099,0.202270344,0.797729656,0.060047901,0.904258508,0.939952099,0.920501415,0.814331016,0.881002629,0.898160617,0.272367394,0.939952099,421.24,1.867,383.123763,1.78325,383123.763,1783.25,3.90E+07,2.52E+07,1.30E+07,94.55200508,12.56959939,?,416.067,5.159,6,6,6,3.614812389,4.491429039
allgsmmetadat-tom,9,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474142,244257,229581,14676,0,93.99157445,6.008425552,0,0.816376574,0.014343499,0.118341524,15.5500146,55.10504171,239981.3717,1.43E+07,-1.41E+07,0.982495371,58.71427226,-57.73177689,170292.6357,0.697186307,1.73E+07,1,188342,0.26246982,14676,0.73753018,41239,0,0,0.927710843,1,0.9625,0.827172742,0.880604489,0.933800708,0.939915744,0.202385565,0.797614435,0.060084256,0.90421939,0.939915744,0.920460832,0.814226679,0.880604489,0.897849802,0.238308128,0.939915744,342.392,1.868,340.248089,1.797617,340248.089,1797.617,3.90E+07,2.52E+07,1.30E+07,94.53362647,12.5677565,?,337.266,5.112,6,6,6,3.617881985,4.493959231
allgsmmetadat-tom,10,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.Apriori -N 100 -T 0 -C 0.9 -D 0.05 -U 1.0 -M 0.1 -S -1.0 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,229640,14615,0,94.01649915,5.98350085,0,0.817214615,0.014249452,0.117876217,15.44814714,54.8890321,239955.8724,1.42E+07,-1.40E+07,0.982399019,58.17417044,-57.19177142,170559.1294,0.698283062,1.74E+07,1,188342,0.261388228,14615,0.738611772,41298,0,0,0.927989673,1,0.962650045,0.827903434,0.881700141,0.93437052,0.940164992,0.20155322,0.79844678,0.059835008,0.904437702,0.940164992,0.920716839,0.814947091,0.881700141,0.898697599,0.272476927,0.940164992,344.027,1.868,341.67811,1.79793,341678.11,1797.93,3.90E+07,2.52E+07,1.30E+07,94.58393892,12.57092997,?,338.909,5.104,6,6,6,3.616617879,4.494528259
allgsmmetadat-tom,1,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,189589,54666,0,77.61929131,22.38070869,0,0.035559681,0.055951772,0.236541269,60.65861316,110.1456002,239955.7678,5.87E+07,-5.85E+07,0.982398591,240.3688113,-239.3864127,60879.83655,0.249247043,6196022.483,1,188342,0.977697494,54666,0.022302506,1247,0,0,0.775044443,1,0.873267648,0.131474078,0.511151253,0.775044443,0.776192913,0.753890407,0.246109593,0.223807087,0.799285257,0.776192913,0.683249751,0.130071544,0.511151253,0.638414669,0.172041265,0.776192913,139.751,2.462,137.42799,2.395335,137427.99,2395.335,6.42E+07,2.52E+07,1.30E+07,77.61929131,12.5,?,134.55,5.186,100,100,100,98.96991669,99.34924157
allgsmmetadat-tom,2,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,189438,54817,0,77.55747068,22.44252932,0,0.031355887,0.056106323,0.236867734,60.82610443,110.2973882,239964.946,5.89E+07,-5.86E+07,0.982436167,241.0327649,-240.0503288,60415.26273,0.24734504,6148861.805,1,188342,0.980398119,54817,0.019601881,1096,0,0,0.774563146,1,0.872962056,0.123218891,0.509800941,0.774563146,0.775574707,0.755972825,0.244027175,0.224425293,0.798910041,0.775574707,0.681837594,0.121815572,0.509800941,0.637531599,0.16919807,0.775574707,138.624,2.484,137.171688,2.441749,137171.688,2441.749,6.42E+07,2.52E+07,1.30E+07,77.55747068,12.5,?,133.64,4.971,100,100,100,99.01590141,99.33793372
allgsmmetadat-tom,3,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474142,244257,189423,54834,0,77.55069456,22.44930544,0,0.0308778,0.056123264,0.23690349,60.84412256,110.3127397,239970.3719,5.89E+07,-5.87E+07,0.982450337,241.1055405,-240.1230901,60285.10542,0.246810144,6135660.403,1,188342,0.980667084,54834,0.019332916,1081,0,0,0.774508998,1,0.872927665,0.122366325,0.509666458,0.774508998,0.775506946,0.75617403,0.24382597,0.224493054,0.798874029,0.775506946,0.681694312,0.121027203,0.509666458,0.637421278,0.166220786,0.775506946,141.925,2.509,139.887306,2.487008,139887.306,2487.008,6.42E+07,2.52E+07,1.30E+07,77.55069456,12.5,?,136.766,5.145,100,100,100,99.01888585,99.33013998
allgsmmetadat-tom,4,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474145,244254,189439,54815,0,77.55819761,22.44180239,0,0.031327784,0.056104506,0.236863898,60.8243406,110.2963738,239953.3633,5.89E+07,-5.86E+07,0.982392769,241.0249576,-240.0425649,60334.18379,0.247014107,6140470.138,1,188342,0.980379883,54815,0.019620117,1097,0,0,0.774569517,1,0.872966102,0.1232767,0.509810059,0.774569517,0.775581976,0.755961859,0.244038141,0.224418024,0.798918224,0.775581976,0.681867219,0.121981832,0.509810059,0.63752911,0.166290782,0.775581976,144.577,2.478,138.326544,2.463675,138326.544,2463.675,6.42E+07,2.52E+07,1.30E+07,77.55819761,12.5,?,139.482,5.081,100,100,100,98.99814128,99.30632456
allgsmmetadat-tom,5,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474143,244256,189421,54835,0,77.55019324,22.44980676,0,0.030898006,0.056124517,0.236906135,60.8456855,110.3147351,239962.7476,5.89E+07,-5.87E+07,0.982423145,241.1109246,-240.1285015,60389.2846,0.247237671,6146175.718,1,188342,0.980702507,54835,0.019297493,1079,0,0,0.774505813,1,0.872925642,0.122253917,0.509648746,0.774505813,0.775501932,0.75620444,0.24379556,0.224498068,0.798870749,0.775501932,0.681665062,0.120800754,0.509648746,0.637432783,0.169843425,0.775501932,137.103,2.481,135.409159,2.437142,135409.159,2437.142,6.42E+07,2.52E+07,1.30E+07,77.55019324,12.5,?,132.038,5.052,100,100,100,99.04149335,99.35426356
allgsmmetadat-tom,6,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474142,244257,189347,54910,0,77.51957979,22.48042021,0,0.028951103,0.056201051,0.237067608,60.92845088,110.3891536,239974.4625,5.90E+07,-5.87E+07,0.982467084,241.4397131,-240.457246,60343.62752,0.247049737,6141670.567,1,188342,0.98202629,54910,0.01797371,1005,0,0,0.774267015,1,0.87277395,0.117968008,0.508986855,0.774267015,0.775195798,0.757222088,0.242777912,0.224804202,0.798683347,0.775195798,0.68091077,0.116174376,0.508986855,0.637024226,0.174675131,0.775195798,134.61,2.563,133.02218,2.533707,133022.18,2533.707,6.42E+07,2.52E+07,1.30E+07,77.51957979,12.5,?,129.421,5.176,100,100,100,99.05621538,99.36145126
allgsmmetadat-tom,7,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474141,244258,189214,55044,0,77.4648118,22.5351882,0,0.025102279,0.056337971,0.23735621,61.0766801,110.5227638,239992.9544,5.91E+07,-5.89E+07,0.982538768,242.0279213,-241.0453825,59736.73697,0.244564096,6080133.237,1,188342,0.984405179,55044,0.015594821,872,0,0,0.77384073,1,0.872503057,0.109854028,0.50779741,0.77384073,0.774648118,0.759053297,0.240946703,0.225351882,0.798351378,0.774648118,0.679714978,0.108396872,0.50779741,0.636212785,0.144676532,0.774648118,135.939,2.455,134.38267,2.447859,134382.67,2447.859,6.42E+07,2.52E+07,1.30E+07,77.4648118,12.5,?,130.898,5.027,100,100,100,99.07748774,99.32419818
allgsmmetadat-tom,8,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,189578,54677,0,77.61478782,22.38521218,0,0.035203813,0.05596303,0.236565066,60.67081904,110.1566816,239955.2555,5.87E+07,-5.85E+07,0.982396493,240.4171788,-239.4347823,60771.97478,0.248805448,6185037.946,1,188342,0.977894229,54677,0.022105771,1236,0,0,0.775009361,1,0.873245379,0.130889953,0.511052886,0.775009361,0.776147878,0.754042107,0.245957893,0.223852122,0.799258206,0.776147878,0.683158679,0.129561261,0.511052886,0.638338392,0.169361923,0.776147878,141.008,2.786,138.217826,2.668208,138217.826,2668.208,6.42E+07,2.52E+07,1.30E+07,77.61478782,12.5,?,135.319,5.674,100,100,100,99.01956971,99.39526724
allgsmmetadat-tom,9,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474142,244257,189396,54861,0,77.53964062,22.46035938,0,0.030158707,0.056150898,0.236961808,60.87407955,110.3398862,239981.3717,5.89E+07,-5.87E+07,0.982495371,241.2242597,-240.2417643,60245.3206,0.246647263,6131758.433,1,188342,0.98114996,54861,0.01885004,1054,0,0,0.774423013,1,0.872873049,0.12082179,0.50942502,0.774423013,0.775396406,0.756546366,0.243453634,0.224603594,0.798803633,0.775396406,0.681447075,0.119487601,0.50942502,0.637271835,0.146013869,0.775396406,138.492,2.47,135.617474,2.453729,135617.474,2453.729,6.42E+07,2.52E+07,1.30E+07,77.53964062,12.5,?,133.366,5.11,100,100,100,99.044576,99.3439492
allgsmmetadat-tom,10,weka.classifiers.rules.car.WeightedClassifier,"'-A \""weka.associations.PredictiveApriori -N 100 -c -1\"" -L -1 -W Equal'",-7.48E+18,2.02E+07,474144,244255,189331,54924,0,77.513664,22.486336,0,0.028089139,0.05621584,0.237098798,60.94483791,110.4049981,239955.8724,5.90E+07,-5.87E+07,0.982399019,241.5032487,-240.5208496,59688.06694,0.244367841,6074731.792,1,188342,0.982311806,54924,0.017688194,989,0,0,0.774222456,1,0.87274564,0.117023917,0.508844097,0.774222456,0.77513664,0.757448446,0.242551554,0.22486336,0.791425378,0.77513664,0.680847072,0.115251608,0.508844097,0.636840698,0.15368756,0.77513664,140.099,2.453,135.361812,2.446476,135361.812,2446.476,6.42E+07,2.52E+07,1.30E+07,77.513664,12.5,?,134.995,5.084,100,100,100,99.05371026,99.34101247
